,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
"Температура застывания, ГОСТ 20287, метод Б",-0.14298283147186172,-0.14662519932530327,0.09206698009727296,0.22112462265344113,0.03389789302613941,,,,,,,,,-0.14394557725434257,-0.616853266529187,-0.6157901034794695,-0.615781249165789,-0.1370671416891081,-0.8555156195408035,-0.7386601554271633,-0.729296771980883,-0.6436287726543688,-0.48394719051297747,,,-0.8910447192842036,,,-0.7142983135800771,,,-0.05299309276749915,-0.022294089666326813,-0.6753566154613823,0.06285225782188508,,,,0.02108205877593572,-0.21455446934715922,0.019514647316819178,-0.43394435934141984,0.019514662358510394,0.021082058377836367,-0.29077861388301257,0.021082058377836367,-0.2868315507890155,,,,0.015927854725678973,0.02521163486294545,,,-0.119181658079953,-0.11911395780942123,-0.22147547630014475,-0.13248368874829922,-0.19608678588376816,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.14394557725434257,,,,,,,,0.029852514490648588,0.011258604510174427,0.22159124573309225,0.07176052477629108,,,
"Температура плавления, °C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Температура проведения теста | -,0.030030626011098537,-0.0034433986650048353,0.018495945590066315,-0.002435890290217654,0.057101442937753565,,,,,,,,,1.0,-0.016520322382294162,-0.016529505146382545,-0.016520468038224295,-0.0036260477521097697,0.1478442529503728,0.11704436915344808,0.11396936547903753,0.10977279104193431,-0.017986533119760877,,,0.14713676554812163,,,-0.02096285637584873,,,-0.0010913070847100984,0.014726368166229018,0.10755981562542345,-0.008617418467940473,,,,-0.0028904756795339287,0.07019715927977292,-0.0026755742436470977,0.09362265121702219,-0.00267557630595245,-0.0028904756249521395,0.08403185811901245,-0.0028904756249521395,0.09117374292686252,,,,-0.0021838036408605545,-0.003456665128730962,,,0.20553135325337074,0.20553135325337074,-0.006109401042677423,-0.003456670846398766,-0.004897366189167553,,,,,,,,,,,,,,,,,,,,,,,,-0.14394557725434257,,1.0,,,,,,,,-0.004092957335203334,-0.001543621658018349,-0.03038147808032098,-0.009838794864438232,,,
"Температура разложения, °C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип АО,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип лиганда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип полимера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип спиртового радикала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип сукцинимида,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Химический потенциал, Дж/моль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Цвет | ASTM D1500,0.01955520037947106,-0.01563708158434473,0.005424699156030002,0.018047209885025776,-0.02011048233606152,,,,,,,,,-0.004092957335203334,-0.020623177275733092,-0.020634640597531152,-0.020623359105602923,-0.00452658391716255,-0.030724798846193637,-0.03876455960732509,-0.03857447216306126,-0.0406906069517159,-0.02245352436355792,,,-0.030684106969997633,,,-0.02616902341495493,,,-0.0013623353678836872,0.1058103841187875,-0.04360014512100844,0.4666324293707966,,,,-0.003608331058606447,-0.04843178969002604,-0.003340058424057033,-0.03727502163888338,-0.0033400609985400178,-0.0036083309904691623,-0.04222698770127573,-0.0036083309904691623,-0.04278918182715503,,,,0.4009390881558669,-0.004315134782664196,,,-0.018607835815515034,-0.018607835815515034,-0.007626682932454265,-0.004315141920326161,-0.006113636814474693,,,,,,,,,,,,,,,,,,,,,,,,0.029852514490648588,,-0.004092957335203334,,,,,,,,1.0,-0.0019269831643293053,0.12050722790151827,0.4176366766441035,,,
Цвет Сейболт | -,-0.012906167819925382,0.013518754447242189,-0.009860948851609659,-0.019478232780505655,-0.007584485628555378,,,,,,,,,-0.001543621658018349,-0.007777843865160141,-0.007782167152785967,-0.007777912440642894,-0.001707159982165444,-0.011587578626662017,-0.014619701324210744,-0.014548011572314412,0.04394157321412511,-0.008468142633279807,,,0.06241504789141399,,,-0.00986940933028488,,,-0.0005137924017097488,-0.00534257297997346,0.03984196804591336,-0.004057120303912665,,,,-0.0013608492625756825,-0.018265609284295155,-0.0012596726767895655,0.04052822910563242,-0.0012596736477324237,-0.0013608492368783246,-0.01592552460978083,-0.0013608492368783246,-0.01613755101456496,,,,-0.0010281448120519612,-0.0016274138629538987,,,-0.007017776150909126,-0.007017776150909126,-0.00287633414893401,-0.0016274165548582347,-0.002305702557637976,,,,,,,,,,,,,,,,,,,,,,,,0.011258604510174427,,-0.001543621658018349,,,,,,,,-0.0019269831643293053,1.0,-0.014303739808054924,-0.004632149936671701,,,
"Щелочное число, ASTM D2896",-0.029594607938801174,0.016596319284672832,-0.020107886311269692,-0.0267952875325813,-0.011695381859801714,,,,,,,,,-0.03038147808032098,-0.15308310276293938,-0.15316819347642913,-0.1530844524618862,-0.03360023054117064,-0.228066096521265,-0.28774417164666943,-0.2863331778228213,-0.30204096498775196,-0.16666952582428968,,,-0.2277640461348457,,,-0.1942491812525483,,,-0.010112434293270748,0.37497736850068464,-0.3236380799525057,0.3179696130410347,,,,0.01730389540409349,0.5912394800547401,0.004117838319023415,0.08494681188245101,0.06167972013549277,0.01726738304055922,0.17342607875483576,0.01726740111358819,0.19699279470807068,,,,0.06619094225705253,0.11759457346639897,,,-0.13812349107303762,-0.13812349107303762,-0.056611853327908246,-0.032030724712978347,-0.045380713175887225,,,,,,,,,,,,,,,,,,,,,,,,0.22159124573309225,,-0.03038147808032098,,,,,,,,0.12050722790151827,-0.014303739808054924,1.0,0.11456795291387213,,,
"Щелочное число, ГОСТ 11362",0.09354958049242354,0.022979119732288524,-0.008719733490675109,-0.0067545669034670035,-0.015019491755837278,,,,,,,,,-0.009838794864438232,-0.04957471921920284,-0.04960227515550984,-0.049575156308242135,-0.010881161700507947,-0.07385735260389904,-0.09318361242282833,-0.09272667353555204,-0.09781351280260245,-0.05397457195476421,,,-0.07375953604004234,,,-0.0629060193146703,,,-0.0032748296948740866,0.16130310242634788,-0.10480756303413273,0.17834362512306895,,,,-0.008673833167832518,0.12294267714446463,-0.008028949968984572,0.04269093626687986,0.2644473914192452,-0.008673833004041714,0.19845599994343416,-0.008673833004041714,0.20046109074996973,,,,0.16588333656056659,0.359243977548553,,,-0.0447301705017416,-0.0447301705017416,-0.0183332887990639,-0.010372889988338468,-0.014696175299932822,,,,,,,,,,,,,,,,,,,,,,,,0.07176052477629108,,-0.009838794864438232,,,,,,,,0.4176366766441035,-0.004632149936671701,0.11456795291387213,1.0,,,
"Энергия ВЗМО, эВ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Энергия НСМО, эВ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Энергия диссоциации связи Х-Н, ккал/моль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
