,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
"Содержание мыла, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание насыщ. у/в,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание полимера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание серы, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание серы, мг/кг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соотношение мономеров (EO:PO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Средневесовая масса,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Степень полисульфидности,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Стерический фактор, Å3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Структура УВ-радикала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Температура застывания, ГОСТ 20287, метод Б",-0.1704928433124639,-0.14282800792573014,0.09208680398728347,0.11260306582346788,0.019772734545138226,0.2027710476794005,0.023090033998237645,,,,,,,,,-0.151728978582002,-0.5196025407983708,-0.3310430176554471,-0.5176474685890846,-0.09983934011237741,-0.42650253769104973,-0.381530447276074,-0.35634092799526096,-0.3377957197847864,-0.19761808569959943,,,-0.8052742415904887,,,-0.30288901669883883,,,,0.18594244994164372,0.024347574141501908,0.05631684107114256,,,,0.008562479534952589,0.12493061493834694,0.019069741145313922,0.08046565201407874,0.019093676278585936,0.019089864336337036,0.10487892935792102,0.019082532350662686,0.10099585044303175,,,,0.012628061556188494,0.024134712364402452,,,-0.10962993916852422,-0.10961518190737332,-0.11694396077183301,-0.1024777963057484,-0.112368402884986,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.1517289785820022,,,,,,,,0.027416253615075933,0.008531286491186436,0.15219150912783735,0.042885995890500545,,,
"Температура плавления, °C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Температура проведения теста | -,0.02336667742832423,0.00803311187993824,0.0044098596310481785,-0.008261662784966152,-0.04979554869391863,-0.01081492849186582,0.04766952029469539,,,,,,,,,1.0,-0.01766525835568434,-0.012745726264286515,-0.01766745152739567,-0.003600360036003606,0.08225595874387655,0.06102898733132945,0.058808177122455986,0.06699887757869598,-0.00986474339725243,,,0.14862997449795598,,,-0.01417444370869918,,,,-0.027032531818114956,-0.0016373678551872641,-0.008389608440789705,,,,-0.001275566051188496,-0.018602610337827445,-0.0028408493486751806,-0.012184430156991933,-0.002844415003145721,-0.002843847132110008,-0.015623087117201428,-0.0028427548746656644,-0.015041662568401117,,,,-0.0018812222029423785,-0.003595386081982778,,,0.22656828630145923,0.2264520900379004,-0.004103607935672512,-0.00360036003600362,-0.0038621374798050692,,,,,,,,,,,,,,,,,,,,,,,,-0.1517289785820022,,1.0,,,,,,,,-0.004084242446292536,-0.0012709191743698336,-0.022672208620197074,-0.006388794297963215,,,
"Температура разложения, °C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип АО,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип лиганда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип полимера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип спиртового радикала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тип сукцинимида,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Химический потенциал, Дж/моль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Цвет | ASTM D1500,-0.00220610647843564,0.0015135512429246948,0.0019343959404959602,0.0066044319330249976,-0.018574510841896503,-0.0021545091586654113,-0.017278793679956803,,,,,,,,,-0.004084242446292541,-0.02003943974478054,-0.014458730709389755,-0.020041927675128097,-0.00408424244629254,-0.01769718179058146,-0.01858955167282214,-0.017858387161641225,-0.019718738546246513,-0.011190548529020015,,,-0.029613156957700892,,,-0.01607946540588581,,,,0.16293950666637325,-0.010613684249868006,0.12842337654073216,,,,-0.0014470000103369103,-0.02111568226598476,-0.0032226547837867882,-0.013845418455124084,-0.0032266996562972114,-0.003226055464337281,-0.017727887608330706,-0.003224816409306181,-0.01706878486002067,,,,0.23263502655265386,-0.0040786000011107885,,,-0.017474695760139915,-0.017474575233415064,-0.004655126028012564,-0.0040842424462925525,-0.004381202343848399,,,,,,,,,,,,,,,,,,,,,,,,0.027416253615075933,,-0.004084242446292536,,,,,,,,1.0,-0.0014417286009901539,-0.000698476945841417,0.09549328348288577,,,
Цвет Сейболт | -,0.0020141838126177913,0.009877481452664288,-0.007165378934586818,-0.009158915545396183,-0.014730068026686067,-0.014353970870546707,-0.0053767499081185804,,,,,,,,,-0.0012709191743698342,-0.006235797348022037,-0.004499213339377975,-0.006236571532812727,-0.0012709191743698132,-0.005506942343830549,-0.005784626641196243,-0.005557105623749682,0.003179344270819478,-0.0034822327235146896,,,0.04983011545034267,,,-0.005003547455050534,,,,-0.009875921344591782,-0.0017935569751759324,-0.0029615133281753565,,,,-0.00045027201069316845,-0.00657069844031946,-0.0010028135721490174,-0.004307677587003485,-0.0010040722403351027,-0.0010038717831084233,-0.005516497264493421,-0.0010034862186327931,-0.005311400154877034,,,,-0.0006640673002313409,-0.001269163379539792,,,-0.0054377099792401115,-0.005437672474188037,-0.0014485645761503883,-0.0012709191743698143,-0.0013633260362996861,,,,,,,,,,,,,,,,,,,,,,,,0.008531286491186436,,-0.0012709191743698336,,,,,,,,-0.0014417286009901539,1.0,-0.008003239779515328,-0.0022552303361857316,,,
"Щелочное число, ASTM D2896",-0.054412266759052,0.008267420730849979,-0.011954023695699482,0.011951047224274064,0.002381076113211051,-0.028252096662553284,-0.03311261936789977,,,,,,,,,-0.022672208620197094,-0.11124176992429977,-0.08026246319537263,-0.11125558077823715,-0.022672208620197136,-0.0982395640860729,-0.10319323576511466,-0.09913443794613966,-0.10946151212287754,-0.06212032075977507,,,-0.16438683091820072,,,-0.0892593911789956,,,,0.0335263981961447,-0.058918065395540904,0.483272323746329,,,,0.02369181054181945,0.940313996159289,-0.016898331746158506,-0.058766010895831874,-0.013884993675686378,-0.01688971916409478,-0.09127153095895534,-0.016926433031623892,-0.08756810207313517,,,,0.02980807726023305,0.07557672410708487,,,-0.09700451260135334,-0.09700384354042274,-0.02584126428542837,-0.022672208620196987,-0.024320675095376616,,,,,,,,,,,,,,,,,,,,,,,,0.15219150912783735,,-0.022672208620197074,,,,,,,,-0.000698476945841417,-0.008003239779515328,1.0,0.0837096903757405,,,
"Щелочное число, ГОСТ 11362",0.04761543825303443,-0.005038564802530694,0.002149644338424769,-0.013303406803535596,-0.011399316498806364,-0.0046904010398890385,-0.020334151864037385,,,,,,,,,-0.006388794297963217,-0.03134678219018266,-0.02261713341620698,-0.03135067394622487,-0.006388794297963178,-0.02768289483312102,-0.02907878836547201,-0.02793506104728934,-0.03084512392295512,-0.017504864995999903,,,-0.04632251165397576,,,-0.025152374828450966,,,,0.0004850266142320241,-0.016602502497737814,-0.0033152737898140506,,,,-0.00226347616155474,0.09228220609748305,-0.00504105198888239,0.010031861955045228,0.009957765359712656,-0.00504637151846367,0.04989269049368487,-0.005044433321154944,0.054579879409429634,,,,0.010934930250509055,0.5794364772975525,,,-0.027334870076669165,-0.027334681542207043,-0.007281801463834184,-0.0063887942979632215,-0.0068533151302048664,,,,,,,,,,,,,,,,,,,,,,,,0.042885995890500545,,-0.006388794297963215,,,,,,,,0.09549328348288577,-0.0022552303361857316,0.0837096903757405,1.0,,,
"Энергия ВЗМО, эВ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Энергия НСМО, эВ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Энергия диссоциации связи Х-Н, ккал/моль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
