scenario_id,Компонент,Наименование партии,"Массовая доля, %",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
train_77,Дисперсант_3,01030.23,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1,,,,,,,0.002,,0.048,,,0.002,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,
train_77,Дисперсант_5,п.2022053003/ЦП,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_77,Загуститель_3,"02984.24 8,6% 2 гр",66.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_77,Противоизносная_присадка_11,0242.25,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42,,,8.6,,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_77,Соединение_молибдена_1,COMP-2023-0003-M,38.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Антиоксидант_1,02717.22,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Антиоксидант_3,03341.22,25.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Антипенная_присадка_1,"из ЦП, от 02.12.2022",3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Базовое_масло_11,0879.23,70.647,,,,,,,,,,37,5,43,0,1184,2242,4648,10120,,,,100,,,14.1,,,,5.38,32.25,,,,,,0.0004,,0.024,,,0.0001,,0.0001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-17,,,,,,,,,,,,,,,,
train_78,Базовое_масло_16,25721.17,84.281,,,,,,,,,,,,,,13,25,50,99,200,,,,,,90,,,,1.17,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Базовое_масло_2,071.23,20.465,,,,,,,,,,40,5,40,0,1133,2137,4429,9680,,,,99,,,14,,,,5.36,32.12,,,,,,0.0004,,0.017,,,0.0006,,0.0001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-17,,,,,,,,,,,,,,,,
train_78,Базовое_масло_5,0752.23,60.034,,,,,,,,,,39,5,41,0,2189,3849,7200,14123,,,,117,,,3.2,,,,8.22,56.03,,,,,,0.0002,,0.0002,,,0.0002,,0.0002,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-14,,,,,,,,,,,,,,,,
train_78,Базовое_масло_7,0575.23,72.741,,,,,,,,,,38,10,42,0,5273,11062,26044,67645,,,,92,,,6.1,,,,9.16,77.46,,,,,,0.0002,,0.0686,,,0.0002,,0.0002,,,,,,,,,,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,-19,,,,,,,,,,,,,,,,
train_78,Депрессорная_присадка_1,13348.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Детергент_1,0174.22,66.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_78,Детергент_2,02957.22,44.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_78,Дисперсант_1,03067.22,83.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_78,Загуститель_1,0488.23,25.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_78,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Антиоксидант_1,01028.23,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
train_79,Антиоксидант_3,с ЦП 28.02.2024г,14.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Антипенная_присадка_1,3% р-р в МУОБР,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Базовое_масло_1,0766.24,53.338,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_79,Базовое_масло_1,0766.24,89.598,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_79,Базовое_масло_14,из ЦП 19.09.23г,28.017,,,,,,,,,,,,,,13,25,50,100,200,,,,,,90,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Базовое_масло_2,0407.24,94.825,,,,,,,,,,39,5,41,0,1206,2249,4651,10139,,,,98,,,13.7,,,,5.38,32.45,,,,,,0.0003,,0.0267,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_79,Базовое_масло_3,0886.24,11.036,,,,,,,,,,,,,,411,626,1004,1695,3071,,,126,,,15,,,,4.48,21.19,,,,,,0.0001,,0.0007,,,0.00002,,0.00007,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_79,Базовое_масло_5,0767.24,11.036,,,,,,,,,,,,,,2344,4083,7514,14665,,,,116,,,3.1,,,,8.35,57.8,,,,,,0.00021,,0.00038,,,0.00002,,0.00002,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-22,,,,,,,,,,,,,,,,
train_79,Депрессорная_присадка_1,с ЦП 28.02.2024,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Детергент_1,03203.23,38.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91,,,,,,,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,
train_79,Детергент_2,01297.23,80.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,,6.48,,,,,0.0004,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,
train_79,Дисперсант_1,03067.22,33.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_79,Загуститель_1,"0435.24 9,8% во 2 гр",90.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Противоизносная_присадка_28,0784.24,9.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15,,,,,,,0.001,,16.46,,,8.82,,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Антиоксидант_1,01028.23,38.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
train_80,Антиоксидант_3,01198.23,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.04,,,,,,,0.0002,,0.0002,,,0.0002,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.3,,,,
train_80,Антипенная_присадка_1,из ЦП 15.11.2022,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Базовое_масло_1,01044.23,77.878,,,,,,,,,,41,30,39,0,500,777,1269,2253,4187,,,113,,,14.5,,,,4.445,22.02,,,,,,0.00092,,0.0078,,,0.0031,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-22,,,,,,,,,,,,,,,,
train_80,Базовое_масло_16,25721.17,84.281,,,,,,,,,,,,,,13,25,50,99,200,,,,,,90,,,,1.17,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Базовое_масло_2,071.23,30.482,,,,,,,,,,40,5,40,0,1133,2137,4429,9680,,,,99,,,14,,,,5.36,32.12,,,,,,0.0004,,0.017,,,0.0006,,0.0001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-17,,,,,,,,,,,,,,,,
train_80,Базовое_масло_2,071.23,27.571,,,,,,,,,,40,5,40,0,1133,2137,4429,9680,,,,99,,,14,,,,5.36,32.12,,,,,,0.0004,,0.017,,,0.0006,,0.0001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-17,,,,,,,,,,,,,,,,
train_80,Базовое_масло_3,0444.23,59.943,,,,,,,,,,40,5,40,0,,542,930,1584,2869,,,127,,,14.2,,,,4.42,20.6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-19,,,,,,,,,,,,,,,,
train_80,Базовое_масло_7,01045.23,89.381,,,,,,,,,,40,5,40,0,5413,11573,,,,,,93,,,5.4,,,,9.214,77.6,,,,,,0.00041,,0.094,,,0.00063,,0.00003,,,,,,,,,,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,-16,,,,,,,,,,,,,,,,
train_80,Депрессорная_присадка_2,п.60 от 12.01.2023,38.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,3105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Детергент_1,из 328 р-р 01295.23,58.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,16.29,,,,,0.0006,,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,,,,
train_80,Детергент_2,02957.22,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_80,Дисперсант_1,03067.22,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_80,Дисперсант_9,02718.22,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,
train_80,Загуститель_1,0488.23,50.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Противоизносная_присадка_2,01026.23,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,,,,,,,0.024,,16.58,,,8.13,,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Антиоксидант_2,01623.24,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8,,,,
train_81,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Базовое_масло_1,0318.25,38.413,,,,,,,,,,,,,,,784,1294,2234,,,,,,,,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Базовое_масло_14,Р-10 от 13.05.2024,84.281,,,,,,,,,,,,,,,4,2,4,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,,,,801.4,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Базовое_масло_4,01209.25 для SL,93.647,,,,,,,,,,,,,,,,,12688,,,,,,,,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Базовое_масло_8,01208.25 для SL,34.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Депрессорная_присадка_2,01190.25 для SL,43.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Детергент_1,0432.25,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9,,,,
train_81,Дисперсант_1,01191.25 для SL,74.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Загуститель_1,"01124.25 10,3%  2 гр",22.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Противоизносная_присадка_5,02975.22,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,,,,,,,0.0001,,15.99,,,8.768,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Соединение_молибдена_1,COMP-2023-0003-M,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Антиоксидант_2,01623.24,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8,,,,
train_82,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Базовое_масло_1,0318.25,38.413,,,,,,,,,,,,,,,784,1294,2234,,,,,,,,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Базовое_масло_14,Р-10 от 13.05.2024,84.281,,,,,,,,,,,,,,,4,2,4,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,,,,801.4,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Базовое_масло_4,01209.25 для SL,93.647,,,,,,,,,,,,,,,,,12688,,,,,,,,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Базовое_масло_8,01208.25 для SL,34.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Депрессорная_присадка_2,01190.25 для SL,43.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Детергент_1,0432.25,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9,,,,
train_82,Дисперсант_1,01191.25 для SL,74.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Загуститель_1,"01124.25 10,3%  2 гр",22.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Противоизносная_присадка_5,02975.22,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,,,,,,,0.0001,,15.99,,,8.768,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Соединение_молибдена_1,COMP-2023-0003-M,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Антиоксидант_2,01623.24,43.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8,,,,
train_83,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Базовое_масло_1,0318.25,38.413,,,,,,,,,,,,,,,784,1294,2234,,,,,,,,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Базовое_масло_14,Р-10 от 13.05.2024,84.281,,,,,,,,,,,,,,,4,2,4,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,,,,801.4,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Базовое_масло_4,01209.25 для SL,93.647,,,,,,,,,,,,,,,,,12688,,,,,,,,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Базовое_масло_8,01208.25 для SL,81.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Депрессорная_присадка_2,01190.25 для SL,43.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Детергент_1,0432.25,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9,,,,
train_83,Дисперсант_1,01191.25 для SL,74.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Загуститель_1,"01124.25 10,3%  2 гр",22.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Противоизносная_присадка_5,02975.22,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,,,,,,,0.0001,,15.99,,,8.768,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Соединение_молибдена_1,COMP-2023-0003-M,94.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Антиоксидант_2,01623.24,43.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8,,,,
train_84,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Базовое_масло_1,0318.25,38.413,,,,,,,,,,,,,,,784,1294,2234,,,,,,,,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Базовое_масло_14,Р-10 от 13.05.2024,84.281,,,,,,,,,,,,,,,4,2,4,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,,,,801.4,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Базовое_масло_4,01209.25 для SL,93.647,,,,,,,,,,,,,,,,,12688,,,,,,,,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Базовое_масло_8,01208.25 для SL,81.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Депрессорная_присадка_2,01190.25 для SL,43.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Детергент_1,0432.25,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9,,,,
train_84,Дисперсант_1,01191.25 для SL,74.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
