Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Базовое_масло_7,0186.21,"Динамическая вязкость CCS -20°C, ASTM D5293",,12857.0
Базовое_масло_7,0186.21,"Динамическая вязкость CCS -25°C, ASTM D5293",,25800.0
Базовое_масло_7,0186.21,"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,0186.21,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,0186.21,"Индекс вязкости, ГОСТ 25371",,89.0
Базовое_масло_7,0186.21,"Испаряемость по NOACK, ASTM D5800",,5.4
Базовое_масло_7,0186.21,"Кинематическая вязкость, при 100°C, ASTM D445",,9.34
Базовое_масло_7,0186.21,"Кинематическая вязкость, при 40°C, ASTM D445",,81.15
Базовое_масло_7,0186.21,"Массовая доля кальция, ASTM D6481",,0.000125
Базовое_масло_7,0186.21,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_7,0186.21,"Массовая доля фосфора, ASTM D6481",,9e-05
Базовое_масло_7,0186.21,"Массовая доля цинка, ASTM D6481",,4.5e-05
Базовое_масло_7,0186.21,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,0186.21,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,0186.21,Последовательность 1 | ASTM D892,,10.0
Базовое_масло_7,0186.21,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,0186.21,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,0186.21,"Температура застывания, ГОСТ 20287, метод Б",,-17.142857142857142
Базовое_масло_7,0186.21,Цвет Сейболт | -,,30.0
Базовое_масло_7,02595.22,Анилиновая точка,,68.4
Базовое_масло_7,02595.22,Группа по API,,1.0
Базовое_масло_7,02595.22,Деэм.вода | ASTM D1401,,39.0
Базовое_масло_7,02595.22,Деэм.время | ASTM D1401,,5.0
Базовое_масло_7,02595.22,Деэм.масло | ASTM D1401,,41.0
Базовое_масло_7,02595.22,Деэм.эмульсия | ASTM D1401,,5.0
Базовое_масло_7,02595.22,"Динамическая вязкость CCS -15°C, ASTM D5293",,5596.0
Базовое_масло_7,02595.22,"Динамическая вязкость CCS -20°C, ASTM D5293",,11861.0
Базовое_масло_7,02595.22,"Динамическая вязкость CCS -25°C, ASTM D5293",,24000.0
Базовое_масло_7,02595.22,"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,02595.22,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,02595.22,"Индекс вязкости, ГОСТ 25371",,92.0
Базовое_масло_7,02595.22,"Испаряемость по NOACK, ASTM D5800",,6.12
Базовое_масло_7,02595.22,"Кинематическая вязкость, при 100°C, ASTM D445",,9.25
Базовое_масло_7,02595.22,"Кинематическая вязкость, при 40°C, ASTM D445",,78.65
Базовое_масло_7,02595.22,"Массовая доля кальция, ASTM D6481",,3e-05
Базовое_масло_7,02595.22,"Массовая доля серы, ASTM D6481",,0.046
Базовое_масло_7,02595.22,"Массовая доля фосфора, ASTM D6481",,8e-05
Базовое_масло_7,02595.22,"Массовая доля цинка, ASTM D6481",,5e-05
Базовое_масло_7,02595.22,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,02595.22,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,02595.22,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_7,02595.22,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,02595.22,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,02595.22,"Температура застывания, ГОСТ 20287, метод Б",,-18.0
Базовое_масло_7,02595.22,Цвет Сейболт | -,,30.0
Базовое_масло_7,02787.24,Анилиновая точка,,68.4
Базовое_масло_7,02787.24,Группа по API,,1.0
Базовое_масло_7,02787.24,Деэм.вода | ASTM D1401,,38.44444444444444
Базовое_масло_7,02787.24,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,02787.24,Деэм.масло | ASTM D1401,,41.55555555555556
Базовое_масло_7,02787.24,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,02787.24,"Динамическая вязкость CCS -15°C, ASTM D5293",,6016.0
Базовое_масло_7,02787.24,"Динамическая вязкость CCS -20°C, ASTM D5293",,13575.0
Базовое_масло_7,02787.24,"Динамическая вязкость CCS -25°C, ASTM D5293",,24677.30769230769
Базовое_масло_7,02787.24,"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,02787.24,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,02787.24,"Индекс вязкости, ГОСТ 25371",,91.0
Базовое_масло_7,02787.24,"Испаряемость по NOACK, ASTM D5800",,6.12
Базовое_масло_7,02787.24,"Кинематическая вязкость, при 100°C, ASTM D445",,9.316
Базовое_масло_7,02787.24,"Кинематическая вязкость, при 40°C, ASTM D445",,79.97
Базовое_масло_7,02787.24,"Массовая доля кальция, ASTM D6481",,0.000125
Базовое_масло_7,02787.24,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_7,02787.24,"Массовая доля фосфора, ASTM D6481",,9e-05
Базовое_масло_7,02787.24,"Массовая доля цинка, ASTM D6481",,4.5e-05
Базовое_масло_7,02787.24,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,02787.24,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,02787.24,Последовательность 1 | ASTM D892,,10.0
Базовое_масло_7,02787.24,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,02787.24,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,02787.24,"Температура застывания, ГОСТ 20287, метод Б",,-15.0
Базовое_масло_7,02787.24,Цвет Сейболт | -,,30.0
Базовое_масло_7,03276.23,Анилиновая точка,,68.4
Базовое_масло_7,03276.23,Группа по API,,1.0
Базовое_масло_7,03276.23,Деэм.вода | ASTM D1401,,39.0
Базовое_масло_7,03276.23,Деэм.время | ASTM D1401,,5.0
Базовое_масло_7,03276.23,Деэм.масло | ASTM D1401,,41.0
Базовое_масло_7,03276.23,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,03276.23,"Динамическая вязкость CCS -15°C, ASTM D5293",,5521.0
Базовое_масло_7,03276.23,"Динамическая вязкость CCS -20°C, ASTM D5293",,11811.0
Базовое_масло_7,03276.23,"Динамическая вязкость CCS -25°C, ASTM D5293",,24000.0
Базовое_масло_7,03276.23,"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,03276.23,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,03276.23,"Индекс вязкости, ГОСТ 25371",,92.0
Базовое_масло_7,03276.23,"Испаряемость по NOACK, ASTM D5800",,5.8
Базовое_масло_7,03276.23,"Кинематическая вязкость, при 100°C, ASTM D445",,9.1
Базовое_масло_7,03276.23,"Кинематическая вязкость, при 40°C, ASTM D445",,76.89
Базовое_масло_7,03276.23,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_7,03276.23,"Массовая доля серы, ASTM D6481",,0.099
Базовое_масло_7,03276.23,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_7,03276.23,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_7,03276.23,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,03276.23,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,03276.23,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_7,03276.23,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,03276.23,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,03276.23,"Температура застывания, ГОСТ 20287, метод Б",,-16.0
Базовое_масло_7,03276.23,Цвет Сейболт | -,,30.0
Базовое_масло_7,03527.22,Анилиновая точка,,68.4
Базовое_масло_7,03527.22,Группа по API,,1.0
Базовое_масло_7,03527.22,Деэм.вода | ASTM D1401,,38.0
Базовое_масло_7,03527.22,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,03527.22,Деэм.масло | ASTM D1401,,42.0
Базовое_масло_7,03527.22,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,03527.22,"Динамическая вязкость CCS -15°C, ASTM D5293",,5597.0
Базовое_масло_7,03527.22,"Динамическая вязкость CCS -20°C, ASTM D5293",,11915.0
Базовое_масло_7,03527.22,"Динамическая вязкость CCS -25°C, ASTM D5293",,28157.0
Базовое_масло_7,03527.22,"Динамическая вязкость CCS -30°C, ASTM D5293",,60000.0
Базовое_масло_7,03527.22,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,03527.22,"Индекс вязкости, ГОСТ 25371",,91.0
Базовое_масло_7,03527.22,"Испаряемость по NOACK, ASTM D5800",,5.5
Базовое_масло_7,03527.22,"Кинематическая вязкость, при 100°C, ASTM D445",,9.22
Базовое_масло_7,03527.22,"Кинематическая вязкость, при 40°C, ASTM D445",,78.57
Базовое_масло_7,03527.22,"Массовая доля кальция, ASTM D6481",,0.0001
Базовое_масло_7,03527.22,"Массовая доля серы, ASTM D6481",,0.0788
Базовое_масло_7,03527.22,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_7,03527.22,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_7,03527.22,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,03527.22,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,03527.22,Последовательность 1 | ASTM D892,,10.0
Базовое_масло_7,03527.22,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,03527.22,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,03527.22,"Температура застывания, ГОСТ 20287, метод Б",,-19.0
Базовое_масло_7,03527.22,Цвет Сейболт | -,,30.0
Базовое_масло_7,0566.25,Анилиновая точка,,68.4
Базовое_масло_7,0566.25,Группа по API,,1.0
Базовое_масло_7,0566.25,Деэм.вода | ASTM D1401,,38.44444444444444
Базовое_масло_7,0566.25,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,0566.25,Деэм.масло | ASTM D1401,,41.55555555555556
Базовое_масло_7,0566.25,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,0566.25,"Динамическая вязкость CCS -15°C, ASTM D5293",,5711.466666666666
Базовое_масло_7,0566.25,"Динамическая вязкость CCS -20°C, ASTM D5293",,12103.0
Базовое_масло_7,0566.25,"Динамическая вязкость CCS -25°C, ASTM D5293",,24200.0
Базовое_масло_7,0566.25,"Динамическая вязкость CCS -30°C, ASTM D5293",,48400.0
Базовое_масло_7,0566.25,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,0566.25,"Индекс вязкости, ГОСТ 25371",,92.0
Базовое_масло_7,0566.25,"Испаряемость по NOACK, ASTM D5800",,6.12
Базовое_масло_7,0566.25,"Кинематическая вязкость, при 100°C, ASTM D445",,9.15
Базовое_масло_7,0566.25,"Кинематическая вязкость, при 40°C, ASTM D445",,77.39
Базовое_масло_7,0566.25,"Массовая доля кальция, ASTM D6481",,0.000125
Базовое_масло_7,0566.25,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_7,0566.25,"Массовая доля фосфора, ASTM D6481",,9e-05
Базовое_масло_7,0566.25,"Массовая доля цинка, ASTM D6481",,4.5e-05
Базовое_масло_7,0566.25,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,0566.25,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,0566.25,Последовательность 1 | ASTM D892,,10.0
Базовое_масло_7,0566.25,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,0566.25,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,0566.25,"Температура застывания, ГОСТ 20287, метод Б",,-15.0
Базовое_масло_7,0566.25,Цвет Сейболт | -,,30.0
Базовое_масло_7,0575.23,Анилиновая точка,,68.4
Базовое_масло_7,0575.23,Группа по API,,1.0
Базовое_масло_7,0575.23,Деэм.вода | ASTM D1401,,38.0
Базовое_масло_7,0575.23,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,0575.23,Деэм.масло | ASTM D1401,,42.0
Базовое_масло_7,0575.23,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,0575.23,"Динамическая вязкость CCS -15°C, ASTM D5293",,5273.0
Базовое_масло_7,0575.23,"Динамическая вязкость CCS -20°C, ASTM D5293",,11062.0
Базовое_масло_7,0575.23,"Динамическая вязкость CCS -25°C, ASTM D5293",,26044.0
Базовое_масло_7,0575.23,"Динамическая вязкость CCS -30°C, ASTM D5293",,67645.0
Базовое_масло_7,0575.23,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,0575.23,"Индекс вязкости, ГОСТ 25371",,92.0
Базовое_масло_7,0575.23,"Испаряемость по NOACK, ASTM D5800",,6.1
Базовое_масло_7,0575.23,"Кинематическая вязкость, при 100°C, ASTM D445",,9.16
Базовое_масло_7,0575.23,"Кинематическая вязкость, при 40°C, ASTM D445",,77.46
Базовое_масло_7,0575.23,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_7,0575.23,"Массовая доля серы, ASTM D6481",,0.0686
Базовое_масло_7,0575.23,"Массовая доля фосфора, ASTM D6481",,0.0002
Базовое_масло_7,0575.23,"Массовая доля цинка, ASTM D6481",,0.0002
Базовое_масло_7,0575.23,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,0575.23,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,0575.23,Последовательность 1 | ASTM D892,,20.0
Базовое_масло_7,0575.23,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,0575.23,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,0575.23,"Температура застывания, ГОСТ 20287, метод Б",,-19.0
Базовое_масло_7,0575.23,Цвет Сейболт | -,,30.0
Базовое_масло_7,0763.24,Анилиновая точка,,68.4
Базовое_масло_7,0763.24,Группа по API,,1.0
Базовое_масло_7,0763.24,Деэм.вода | ASTM D1401,,38.44444444444444
Базовое_масло_7,0763.24,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,0763.24,Деэм.масло | ASTM D1401,,41.55555555555556
Базовое_масло_7,0763.24,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,0763.24,"Динамическая вязкость CCS -15°C, ASTM D5293",,5585.0
Базовое_масло_7,0763.24,"Динамическая вязкость CCS -20°C, ASTM D5293",,12049.0
Базовое_масло_7,0763.24,"Динамическая вязкость CCS -25°C, ASTM D5293",,24000.0
Базовое_масло_7,0763.24,"Динамическая вязкость CCS -30°C, ASTM D5293",,48000.0
Базовое_масло_7,0763.24,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,0763.24,"Индекс вязкости, ГОСТ 25371",,94.0
Базовое_масло_7,0763.24,"Испаряемость по NOACK, ASTM D5800",,6.12
Базовое_масло_7,0763.24,"Кинематическая вязкость, при 100°C, ASTM D445",,9.2
Базовое_масло_7,0763.24,"Кинематическая вязкость, при 40°C, ASTM D445",,76.92
Базовое_масло_7,0763.24,"Массовая доля кальция, ASTM D6481",,0.0005
Базовое_масло_7,0763.24,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_7,0763.24,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_7,0763.24,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_7,0763.24,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,0763.24,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,0763.24,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_7,0763.24,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,0763.24,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,0763.24,"Температура застывания, ГОСТ 20287, метод Б",,-15.0
Базовое_масло_7,0763.24,Цвет Сейболт | -,,30.0
Базовое_масло_7,0770.22,Анилиновая точка,,68.4
Базовое_масло_7,0770.22,Группа по API,,1.0
Базовое_масло_7,0770.22,Деэм.вода | ASTM D1401,,38.0
Базовое_масло_7,0770.22,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,0770.22,Деэм.масло | ASTM D1401,,42.0
Базовое_масло_7,0770.22,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,0770.22,"Динамическая вязкость CCS -15°C, ASTM D5293",,5977.0
Базовое_масло_7,0770.22,"Динамическая вязкость CCS -20°C, ASTM D5293",,12602.0
Базовое_масло_7,0770.22,"Динамическая вязкость CCS -25°C, ASTM D5293",,25204.0
Базовое_масло_7,0770.22,"Динамическая вязкость CCS -30°C, ASTM D5293",,51000.0
Базовое_масло_7,0770.22,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,0770.22,"Индекс вязкости, ГОСТ 25371",,91.0
Базовое_масло_7,0770.22,"Испаряемость по NOACK, ASTM D5800",,6.5
Базовое_масло_7,0770.22,"Кинематическая вязкость, при 100°C, ASTM D445",,9.3
Базовое_масло_7,0770.22,"Кинематическая вязкость, при 40°C, ASTM D445",,79.45
Базовое_масло_7,0770.22,"Массовая доля кальция, ASTM D6481",,9e-05
Базовое_масло_7,0770.22,"Массовая доля серы, ASTM D6481",,0.0917
Базовое_масло_7,0770.22,"Массовая доля фосфора, ASTM D6481",,4e-05
Базовое_масло_7,0770.22,"Массовая доля цинка, ASTM D6481",,4e-05
Базовое_масло_7,0770.22,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,0770.22,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,0770.22,Последовательность 1 | ASTM D892,,20.0
Базовое_масло_7,0770.22,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,0770.22,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,0770.22,"Температура застывания, ГОСТ 20287, метод Б",,-18.0
Базовое_масло_7,0770.22,Цвет Сейболт | -,,30.0
Базовое_масло_7,094.22 (D-2022-0022),Анилиновая точка,,68.4
Базовое_масло_7,094.22 (D-2022-0022),Группа по API,,1.0
Базовое_масло_7,094.22 (D-2022-0022),Деэм.вода | ASTM D1401,,38.0
Базовое_масло_7,094.22 (D-2022-0022),Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,094.22 (D-2022-0022),Деэм.масло | ASTM D1401,,42.0
Базовое_масло_7,094.22 (D-2022-0022),Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,094.22 (D-2022-0022),"Динамическая вязкость CCS -15°C, ASTM D5293",,6005.0
Базовое_масло_7,094.22 (D-2022-0022),"Динамическая вязкость CCS -20°C, ASTM D5293",,12582.0
Базовое_масло_7,094.22 (D-2022-0022),"Динамическая вязкость CCS -25°C, ASTM D5293",,24677.30769230769
Базовое_масло_7,094.22 (D-2022-0022),"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,094.22 (D-2022-0022),"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,094.22 (D-2022-0022),"Индекс вязкости, ГОСТ 25371",,90.0
Базовое_масло_7,094.22 (D-2022-0022),"Испаряемость по NOACK, ASTM D5800",,5.6
Базовое_масло_7,094.22 (D-2022-0022),"Кинематическая вязкость, при 100°C, ASTM D445",,9.39
Базовое_масло_7,094.22 (D-2022-0022),"Кинематическая вязкость, при 40°C, ASTM D445",,81.32
Базовое_масло_7,094.22 (D-2022-0022),"Массовая доля кальция, ASTM D6481",,8e-05
Базовое_масло_7,094.22 (D-2022-0022),"Массовая доля серы, ASTM D6481",,0.081
Базовое_масло_7,094.22 (D-2022-0022),"Массовая доля фосфора, ASTM D6481",,3e-05
Базовое_масло_7,094.22 (D-2022-0022),"Массовая доля цинка, ASTM D6481",,1e-05
Базовое_масло_7,094.22 (D-2022-0022),"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,094.22 (D-2022-0022),"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,094.22 (D-2022-0022),Последовательность 1 | ASTM D892,,0.0
Базовое_масло_7,094.22 (D-2022-0022),Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,094.22 (D-2022-0022),Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,094.22 (D-2022-0022),"Температура застывания, ГОСТ 20287, метод Б",,-21.0
Базовое_масло_7,094.22 (D-2022-0022),Цвет Сейболт | -,,30.0
Базовое_масло_7,095.25,Анилиновая точка,,68.4
Базовое_масло_7,095.25,Группа по API,,1.0
Базовое_масло_7,095.25,Деэм.вода | ASTM D1401,,38.44444444444444
Базовое_масло_7,095.25,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,095.25,Деэм.масло | ASTM D1401,,41.55555555555556
Базовое_масло_7,095.25,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,095.25,"Динамическая вязкость CCS -15°C, ASTM D5293",,5600.0
Базовое_масло_7,095.25,"Динамическая вязкость CCS -20°C, ASTM D5293",,11925.0
Базовое_масло_7,095.25,"Динамическая вязкость CCS -25°C, ASTM D5293",,20000.0
Базовое_масло_7,095.25,"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,095.25,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,095.25,"Индекс вязкости, ГОСТ 25371",,91.25
Базовое_масло_7,095.25,"Испаряемость по NOACK, ASTM D5800",,6.12
Базовое_масло_7,095.25,"Кинематическая вязкость, при 100°C, ASTM D445",,9.13
Базовое_масло_7,095.25,"Кинематическая вязкость, при 40°C, ASTM D445",,76.92
Базовое_масло_7,095.25,"Массовая доля кальция, ASTM D6481",,0.000125
Базовое_масло_7,095.25,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_7,095.25,"Массовая доля фосфора, ASTM D6481",,9e-05
Базовое_масло_7,095.25,"Массовая доля цинка, ASTM D6481",,4.5e-05
Базовое_масло_7,095.25,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,095.25,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,095.25,Последовательность 1 | ASTM D892,,10.0
Базовое_масло_7,095.25,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,095.25,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,095.25,"Температура застывания, ГОСТ 20287, метод Б",,-17.142857142857142
Базовое_масло_7,095.25,Цвет Сейболт | -,,30.0
Базовое_масло_7,typical,Анилиновая точка,,68.4
Базовое_масло_7,typical,Группа по API,,1.0
Базовое_масло_7,typical,Деэм.вода | ASTM D1401,,38.44444444444444
Базовое_масло_7,typical,Деэм.время | ASTM D1401,,10.0
Базовое_масло_7,typical,Деэм.масло | ASTM D1401,,41.55555555555556
Базовое_масло_7,typical,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_7,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",,5711.466666666666
Базовое_масло_7,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",,12139.25
Базовое_масло_7,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",,24677.30769230769
Базовое_масло_7,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",,53520.71428571428
Базовое_масло_7,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",,99200.0
Базовое_масло_7,typical,"Индекс вязкости, ГОСТ 25371",,91.0
Базовое_масло_7,typical,"Испаряемость по NOACK, ASTM D5800",,8.0
Базовое_масло_7,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,9.225875
Базовое_масло_7,typical,"Кинематическая вязкость, при 40°C, ASTM D445",,78.555
Базовое_масло_7,typical,"Массовая доля кальция, ASTM D6481",,0.000125
Базовое_масло_7,typical,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_7,typical,"Массовая доля фосфора, ASTM D6481",,9e-05
Базовое_масло_7,typical,"Массовая доля цинка, ASTM D6481",,4.5e-05
Базовое_масло_7,typical,"Плотность при 15°С, ASTM D4052",,878.2
Базовое_масло_7,typical,"Плотность при 20°С, ASTM D4052",,874.7
Базовое_масло_7,typical,Последовательность 1 | ASTM D892,,10.0
Базовое_масло_7,typical,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_7,typical,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_7,typical,"Температура застывания, ГОСТ 20287, метод Б",,-15.0
Базовое_масло_7,typical,Цвет Сейболт | -,,30.0
Базовое_масло_8,01208.25 для SL,Анилиновая точка,,68.4
Базовое_масло_8,01208.25 для SL,Группа по API,,2.0
Базовое_масло_8,01208.25 для SL,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_8,01208.25 для SL,Деэм.время | ASTM D1401,,5.0
Базовое_масло_8,01208.25 для SL,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_8,01208.25 для SL,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_8,01208.25 для SL,"Динамическая вязкость CCS -30°C, ASTM D5293",,2348.0
Базовое_масло_8,01208.25 для SL,"Динамическая вязкость CCS -35°C, ASTM D5293",,4319.375
Базовое_масло_8,01208.25 для SL,"Индекс вязкости, ГОСТ 25371",,105.0
Базовое_масло_8,01208.25 для SL,"Испаряемость по NOACK, ASTM D5800",,15.0
Базовое_масло_8,01208.25 для SL,"Кинематическая вязкость, при 100°C, ASTM D445",,4.51
Базовое_масло_8,01208.25 для SL,"Кинематическая вязкость, при 40°C, ASTM D445",,21.26
Базовое_масло_8,01208.25 для SL,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_8,01208.25 для SL,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_8,01208.25 для SL,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_8,01208.25 для SL,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_8,01208.25 для SL,"Плотность при 15°С, ASTM D4052",,843.5
Базовое_масло_8,01208.25 для SL,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_8,01208.25 для SL,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_8,01208.25 для SL,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_8,01208.25 для SL,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_8,01208.25 для SL,"Температура застывания, ГОСТ 20287, метод Б",,-25.0
Базовое_масло_8,01208.25 для SL,Цвет Сейболт | -,,30.0
Базовое_масло_8,typical,Анилиновая точка,,68.4
Базовое_масло_8,typical,Группа по API,,2.0
Базовое_масло_8,typical,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_8,typical,Деэм.время | ASTM D1401,,5.0
Базовое_масло_8,typical,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_8,typical,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_8,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",,2348.0
Базовое_масло_8,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",,4319.375
Базовое_масло_8,typical,"Индекс вязкости, ГОСТ 25371",,105.0
Базовое_масло_8,typical,"Испаряемость по NOACK, ASTM D5800",,15.0
Базовое_масло_8,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,4.51
Базовое_масло_8,typical,"Кинематическая вязкость, при 40°C, ASTM D445",,21.26
Базовое_масло_8,typical,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_8,typical,"Массовая доля серы, ASTM D6481",,0.0815766666666666
Базовое_масло_8,typical,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_8,typical,"Массовая доля цинка, ASTM D6481",,0.0001
