Компонент,Партия,Свойство,Метод,Значение,Причина
Детергент_1,из 328 р-р 01295.23,Последовательность 3 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Размер мицелл, нм",skip,,"Свойство не актуально: Детергенты в моторных маслах являются поверхностно-активными веществами, но их ключевая функция и характеристика — это диспергирующая способность и нейтрализация кислот, а не формирование стабильных мицелл с фиксированным размером в готовом масле; измерение размера мицелл (нм) не является стандартным физико-химическим свойством для классификации или контроля качества детергентов."
Детергент_1,из 328 р-р 01295.23,"Содержание MgCO3, CaCO3, % масс.",mean_by_component,35.0,На основе 1 партий компонента «Детергент_1» (CV=0.0%)
Детергент_1,из 328 р-р 01295.23,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Содержание воды, % масс.",llm,0.07,Оценка LLM на основе 14 компонентов типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Содержание масла, % масс.",mean_by_component,38.0,На основе 1 партий компонента «Детергент_1» (CV=0.0%)
Детергент_1,из 328 р-р 01295.23,"Содержание металла (Ca/Mg), % масс.",mean_by_component,15.54,На основе 1 партий компонента «Детергент_1» (CV=0.0%)
Детергент_1,из 328 р-р 01295.23,"Содержание мыла, % масс.",mean_by_component,23.0,На основе 1 партий компонента «Детергент_1» (CV=0.0%)
Детергент_1,из 328 р-р 01295.23,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Содержание серы, % масс.",mean_by_component,1.6,На основе 1 партий компонента «Детергент_1» (CV=0.0%)
Детергент_1,из 328 р-р 01295.23,"Содержание серы, мг/кг",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Степень полисульфидности,llm,1.25,Оценка LLM на основе 15 компонентов типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Температура застывания, ГОСТ 20287, метод Б",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Температура проведения теста | -,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,Цвет Сейболт | -,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Щелочное число, ГОСТ 11362",mean_by_component,391.6,На основе 1 партий компонента «Детергент_1» (CV=0.0%)
Детергент_1,из 328 р-р 01295.23,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_1,из 328 р-р 01295.23,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Анилиновая точка,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Атомное отношение P:Zn,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Группа по API,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Деаэрация | ASTM D3427,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Деэм.вода | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Деэм.время | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Деэм.масло | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Деэм.эмульсия | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Динамическая вязкость CCS -15°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Динамическая вязкость CCS -20°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Динамическая вязкость CCS -25°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Динамическая вязкость CCS -30°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Динамическая вязкость CCS -35°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Длина углеродной цепи,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Индекс вязкости, ГОСТ 25371",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Испаряемость по NOACK, ASTM D5800",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Кинематическая вязкость, при 40°C, ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Кислотное число, ГОСТ 11362",llm,11.2,Оценка LLM на основе 9 компонентов типа «Детергент»
Детергент_10,0688.25,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Массовая доля кальция | ASTM D6481,skip (llm отказ),,LLM не смогла оценить значение
Детергент_10,0688.25,Массовая доля серы | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Массовая доля фосфора | ASTM D6481,skip,,"Свойство не актуально: Детергенты являются соединениями металлов (например, кальция или магния) и не содержат фосфора; фосфор присутствует в противоизносных присадках (ZDDP), поэтому измерение массовой доли фосфора для детергентов нецелесообразно."
Детергент_10,0688.25,"Массовая доля фосфора, ASTM D6481",llm,0.0006,Оценка LLM на основе 22 компонентов типа «Детергент»
Детергент_10,0688.25,Массовая доля цинка | ASTM D6481,skip (llm отказ),,LLM не смогла оценить значение
Детергент_10,0688.25,"Массовая доля цинка, ASTM D6481",llm,0.0007,Оценка LLM на основе 23 компонентов типа «Детергент»
Детергент_10,0688.25,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Отношение Мыло/Основание,mean_by_component,1.5,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,"Плотность при 15°С, ASTM D4052",skip,,"Свойство не актуально: Детергенты являются присадками, а не базовыми маслами; их плотность при стандартных условиях обычно не является критическим параметром для спецификации или контроля качества в контексте готовой масляной смеси, поэтому измерение этого свойства для данного типа компонента не требуется."
Детергент_10,0688.25,"Плотность при 20°С, ASTM D4052",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Последовательность 1 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Последовательность 2 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Последовательность 3 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Размер мицелл, нм",skip,,"Свойство не актуально: Детергенты в моторных маслах являются поверхностно-активными веществами, но их ключевая функция и характеристика — это диспергирующая способность и нейтрализация кислот, а не формирование стабильных мицелл с фиксированным размером в готовом масле; измерение размера мицелл (нм) не является стандартным физико-химическим свойством для классификации или контроля качества детергентов."
Детергент_10,0688.25,"Содержание MgCO3, CaCO3, % масс.",mean_by_component,20.0,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Содержание воды, % масс.",mean_by_component,0.03,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Содержание масла, % масс.",mean_by_component,50.0,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,"Содержание металла (Ca/Mg), % масс.",mean_by_component,6.3,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,"Содержание мыла, % масс.",mean_by_component,30.0,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Содержание серы, % масс.",mean_by_component,0.5,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,0688.25,"Содержание серы, мг/кг",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Степень полисульфидности,llm,1.25,Оценка LLM на основе 16 компонентов типа «Детергент»
Детергент_10,0688.25,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Температура застывания, ГОСТ 20287, метод Б",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Температура проведения теста | -,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,Цвет Сейболт | -,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,0688.25,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Анилиновая точка,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Атомное отношение P:Zn,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Группа по API,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Деаэрация | ASTM D3427,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Деэм.вода | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Деэм.время | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Деэм.масло | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Деэм.эмульсия | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Длина углеродной цепи,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Индекс вязкости, ГОСТ 25371",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Испаряемость по NOACK, ASTM D5800",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Кинематическая вязкость, при 100°C, ASTM D445",mean_by_component,29.07,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,typical,"Кинематическая вязкость, при 40°C, ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Кислотное число, ГОСТ 11362",llm,11.2,Оценка LLM на основе 10 компонентов типа «Детергент»
Детергент_10,typical,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Массовая доля кальция | ASTM D6481,skip (llm отказ),,LLM не смогла оценить значение
Детергент_10,typical,"Массовая доля кальция, ASTM D6481",mean_by_component,6.301,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,typical,Массовая доля серы | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Массовая доля серы, ASTM D6481",mean_by_component,0.519,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,typical,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Массовая доля фосфора | ASTM D6481,skip,,"Свойство не актуально: Детергенты являются соединениями металлов (например, кальция или магния) и не содержат фосфора; фосфор присутствует в противоизносных присадках (ZDDP), поэтому измерение массовой доли фосфора для детергентов нецелесообразно."
Детергент_10,typical,"Массовая доля фосфора, ASTM D6481",llm,0.0006,Оценка LLM на основе 23 компонентов типа «Детергент»
Детергент_10,typical,Массовая доля цинка | ASTM D6481,skip (llm отказ),,LLM не смогла оценить значение
Детергент_10,typical,"Массовая доля цинка, ASTM D6481",llm,0.0007,Оценка LLM на основе 24 компонентов типа «Детергент»
Детергент_10,typical,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Определение содержания воды методом Карла Фишера | ASTM D 6304,mean_by_component,31591.0,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,typical,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Плотность при 15°С, ASTM D4052",skip,,"Свойство не актуально: Детергенты являются присадками, а не базовыми маслами; их плотность при стандартных условиях обычно не является критическим параметром для спецификации или контроля качества в контексте готовой масляной смеси, поэтому измерение этого свойства для данного типа компонента не требуется."
Детергент_10,typical,"Плотность при 20°С, ASTM D4052",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Последовательность 1 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Последовательность 2 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Последовательность 3 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Размер мицелл, нм",skip,,"Свойство не актуально: Детергенты в моторных маслах являются поверхностно-активными веществами, но их ключевая функция и характеристика — это диспергирующая способность и нейтрализация кислот, а не формирование стабильных мицелл с фиксированным размером в готовом масле; измерение размера мицелл (нм) не является стандартным физико-химическим свойством для классификации или контроля качества детергентов."
Детергент_10,typical,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Содержание серы, мг/кг",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Степень полисульфидности,llm,1.25,Оценка LLM на основе 17 компонентов типа «Детергент»
Детергент_10,typical,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Температура застывания, ГОСТ 20287, метод Б",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Температура проведения теста | -,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,Цвет Сейболт | -,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Щелочное число, ASTM D2896",mean_by_component,158.2,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,typical,"Щелочное число, ГОСТ 11362",mean_by_component,163.6,На основе 1 партий компонента «Детергент_10» (CV=0.0%)
Детергент_10,typical,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_10,typical,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Анилиновая точка,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Атомное отношение P:Zn,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Группа по API,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Деаэрация | ASTM D3427,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Деэм.вода | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Деэм.время | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Деэм.масло | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Деэм.эмульсия | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Длина углеродной цепи,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Индекс вязкости, ГОСТ 25371",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Испаряемость по NOACK, ASTM D5800",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Кинематическая вязкость, при 40°C, ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Кислотное число, ГОСТ 11362",llm,11.2,Оценка LLM на основе 11 компонентов типа «Детергент»
Детергент_11,typical,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Массовая доля кальция | ASTM D6481,skip (llm отказ),,LLM не смогла оценить значение
Детергент_11,typical,"Массовая доля кальция, ASTM D6481",llm,15.39,Оценка LLM на основе 30 компонентов типа «Детергент»
Детергент_11,typical,Массовая доля серы | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Массовая доля серы, ASTM D6481",llm,1.598,Оценка LLM на основе 21 компонентов типа «Детергент»
Детергент_11,typical,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Массовая доля фосфора | ASTM D6481,skip,,"Свойство не актуально: Детергенты являются соединениями металлов (например, кальция или магния) и не содержат фосфора; фосфор присутствует в противоизносных присадках (ZDDP), поэтому измерение массовой доли фосфора для детергентов нецелесообразно."
Детергент_11,typical,"Массовая доля фосфора, ASTM D6481",llm,0.0006,Оценка LLM на основе 24 компонентов типа «Детергент»
Детергент_11,typical,Массовая доля цинка | ASTM D6481,skip (llm отказ),,LLM не смогла оценить значение
Детергент_11,typical,"Массовая доля цинка, ASTM D6481",llm,0.0007,Оценка LLM на основе 25 компонентов типа «Детергент»
Детергент_11,typical,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,Определение содержания воды методом Карла Фишера | ASTM D 6304,skip,,"Свойство не актуально: Детергенты являются химическими присадками (солями металлов), а не готовыми моторными маслами; метод Карла Фишера применяется для контроля качества базовых масел или готовой продукции, но не является стандартным требованием к спецификациям самих детергентов как компонентов."
Детергент_11,typical,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Детергент»
Детергент_11,typical,"Плотность при 15°С, ASTM D4052",skip,,"Свойство не актуально: Детергенты являются присадками, а не базовыми маслами; их плотность при стандартных условиях обычно не является критическим параметром для спецификации или контроля качества в контексте готовой масляной смеси, поэтому измерение этого свойства для данного типа компонента не требуется."
