Компонент,Наименование партии,% масс. (Mo),COC (°C),"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362","Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ","Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,"Содержание воды, % масс.",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3","Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
Базовое_масло_7,0770.22,,,,68.4,,1.0,,38.0,10.0,42.0,0.0,5977.0,12602.0,25204.0,51000.0,99200.0,,,91.0,,,6.5,,,9.3,79.45,,,,9e-05,,0.0917,,,4e-05,,4e-05,,,,,878.2,874.7,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,-18.0,,,,,30.0,,,,,
Базовое_масло_7,094.22 (D-2022-0022),,,,68.4,,1.0,,38.0,10.0,42.0,0.0,6005.0,12582.0,24677.30769230769,53520.71428571428,99200.0,,,90.0,,,5.6,,,9.39,81.32,,,,8e-05,,0.081,,,3e-05,,1e-05,,,,,878.2,874.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-21.0,,,,,30.0,,,,,
Базовое_масло_7,095.25,,,,68.4,,1.0,,38.44444444444444,10.0,41.55555555555556,0.0,5600.0,11925.0,20000.0,53520.71428571428,99200.0,,,91.25,,,6.12,,,9.13,76.92,,,,0.000125,,0.08157666666666666,,,9e-05,,4.5e-05,,,,,878.2,874.7,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,-17.142857142857142,,,,,30.0,,,,,
Базовое_масло_7,typical,,,,68.4,,1.0,,38.44444444444444,10.0,41.55555555555556,0.0,5711.466666666666,12139.25,24677.30769230769,53520.71428571428,99200.0,,,91.0,,,8.0,,,9.225875,78.555,,,,0.000125,,0.08157666666666666,,,9e-05,,4.5e-05,,,,,878.2,874.7,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,-15.0,,,,,30.0,,,,,
Базовое_масло_8,01208.25 для SL,,,,68.4,,2.0,,40.0,5.0,39.833333333333336,0.0,,,,2348.0,4319.375,,,105.0,,,15.0,,,4.51,21.26,,,,0.0002,,0.08157666666666666,,,0.0001,,0.0001,,,,,843.5,840.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-25.0,,,,,30.0,,,,,
Базовое_масло_8,typical,,,,68.4,,2.0,,40.0,5.0,39.833333333333336,0.0,,,,2348.0,4319.375,,,105.0,,,15.0,,,4.51,21.26,,,,0.0002,,0.08157666666666666,,,0.0001,,0.0001,,,,,843.5,840.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-25.0,,,,,30.0,,,,,
Базовое_масло_9,0768.24,,,,68.4,,2.0,2.5,40.0,5.0,40.0,0.0,1325.0,2226.0,3936.0,7364.0,11706.0,,,117.0,,,7.0,,,6.55,40.37,,,,0.00068,,0.00106,,,0.00015,,0.00018,,,,,801.3,797.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-25.0,,50.0,,,30.0,,,,,
Базовое_масло_9,0862.25,,,,68.4,,2.0,2.5,40.0,5.0,,0.0,1325.0,2047.5,3581.0,5986.0,11706.0,,,118.0,,,7.0,,,6.27,37.60666666666666,,,,0.00068,,0.00106,,,0.00015,,0.00018,,,,,801.3,797.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-22.0,,50.0,,,30.0,,,,,
Базовое_масло_9,091.25,,,,68.4,,2.0,2.5,40.0,5.0,,0.0,1325.0,1869.0,3226.0,5929.0,11706.0,,,118.0,,,7.0,,,6.18,36.15,,,,0.00068,,0.00106,,,0.00015,,0.00018,,,,,801.3,797.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-22.0,,50.0,,,30.0,,,,,
Базовое_масло_9,typical,,,,68.4,,2.0,2.5,40.0,5.0,,0.0,1325.0,2047.5,3581.0,6426.333333333333,11706.0,,,119.0,,,7.0,,,6.333333333333333,36.3,,,,0.00068,,0.00106,,,0.00015,,0.00018,,,,,801.3,797.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-19.0,,50.0,,,30.0,,,,,
Депрессорная_присадка_1,017.24,,,,,,,,,,,,,,,,,,,,,,,,,362.35,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,0800.24,,,,,,,,,,,,,,,,,,,,,,,,,305.4,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,0862.24,,,,,,,,,,,,,,,,,,,,,,,,,315.1,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,13348.22,,,,,,,,,,,,,,,,,,,,,,,,,172.4,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,9518.22,,,,,,,,,,,,,,,,,,,,,,,,,213.5,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,DPM 131 из ЦП,,,,,,,,,,,,,,,,,,,,,,,,,414.0,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,DPM 189,,,,,,,,,,,,,,,,,,,,,,,,,341.1,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_1,DPM 265 от 12.08.202,,,,,,,,,,,,,,,,,,,,,,,,,303.40714285714284,1828.0,,,,,,,,,,,,,,,,885.5,882.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_2,121256,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2897.536666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_2,5508.24 п.9,,,,,,,,,,,,,,,,,,,,,,,,,324.0,2897.536666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_2,п.12,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_2,п.14 (2023г),,,,,,,,,,,,,,,,,,,,,,,,,350.0,3299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_2,п.35,,,,,,,,,,,,,,,,,,,,,,,,,400.0,2897.536666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_2,п.60 от 12.01.2023,,,,,,,,,,,,,,,,,,,,,,,,,300.0,3105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_3,0246.22,,,,,,,,,,,,,,,,,,,,,,,,,113.83,846.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Депрессорная_присадка_3,28446.22,,,,,,,,,,,,,,,,,,,,,,,,,110.2,846.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Детергент_1,01558.25,,,,,,,,,,,,,,,,,,,,,,,,,106.61000000000001,,11.2,,,15.51,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,328.2,391.6,,,
Детергент_1,0174.22,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,11.2,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,405.8,391.6,,,
Детергент_1,0269.25,,,,,,,,,,,,,,,,,,,,,,,,,62.33,,11.2,,,15.13,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,344.1,391.6,,,
Детергент_1,03052.24,,,,,,,,,,,,,,,,,,,,,,,,,106.61000000000001,,11.2,,,14.71,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,377.7,391.6,,,
Детергент_1,03203.23,,,,,,,,,,,,,,,,,,,,,,,,,88.91,,11.2,,,16.24,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,404.0,391.6,,,
Детергент_1,0432.25,,,,,,,,,,,,,,,,,,,,,,,,,106.61000000000001,,11.2,,,15.76,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,410.9,391.6,,,
Детергент_1,33444.21,,,,,,,,,,,,,,,,,,,,,,,,,109.92,,11.2,,,15.39,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,406.34,391.6,,,
Детергент_1,typical,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,11.2,,,15.02875,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,400.0,391.6,,,
Детергент_1,из 328 р-р 01295.23,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,11.2,,,16.29,,1.598,,,0.0006,,0.0007,,,,0.6571428571,,,,,,,,35.0,,,0.07,,38.0,15.54,23.0,,1.6,,,,1.25,,,,,,,,407.0,391.6,,,
Детергент_10,0688.25,,,,,,,,,,,,,,,,,,,,,,,,,29.07,,11.2,,,6.301,,0.519,,,0.0006,,0.0007,,31591.0,,1.5,,,,,,,,20.0,,,0.03,,50.0,6.3,30.0,,0.5,,,,1.25,,,,,,,,158.2,163.6,,,
Детергент_10,typical,,,,,,,,,,,,,,,,,,,,,,,,,29.07,,11.2,,,6.301,,0.519,,,0.0006,,0.0007,,31591.0,,1.5,,,,,,,,20.0,,,0.03,,50.0,6.3,30.0,,0.5,,,,1.25,,,,,,,,158.2,163.6,,,
Детергент_11,typical,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,11.2,,,15.39,,1.598,,,0.0006,,0.0007,,,,0.7142857143,,,,,,,,35.0,,,0.07,,45.0,15.5,25.0,,1.5,,,,1.25,,,,,,,,400.0,391.6,,,
Детергент_12,8476.23,,,,,,,,,,,,,,,,,,,,,,,,,81.46,,11.2,,,16.3,,1.56,,,0.0006,,0.0007,,,,0.7142857143,1.2,,,,,,,35.0,,,0.2,,40.0,15.7,25.0,,1.73,,,,1.25,,,,,,,,434.4,391.6,,,
Детергент_12,typical,,,,,,,,,,,,,,,,,,,,,,,,,81.46,,11.2,,,16.3,,1.56,,,0.0006,,0.0007,,,,0.7142857143,1.2,,,,,,,35.0,,,0.2,,40.0,15.7,25.0,,1.73,,,,1.25,,,,,,,,434.4,391.6,,,
Детергент_13,typical,,,,,,,,,,,,,,,,,,,,,,,,,88.76,,11.2,,,15.03,,1.598,,,0.0006,,0.0007,,,,0.7142857143,,,,,,,,35.0,,,0.07,,45.0,15.5,25.0,,1.6,,,,1.25,,,,,,,,400.0,399.0,,,
Детергент_13,бочка 14,,,,,,,,,,,,,,,,,,,,,,,,,88.76,,11.2,,,15.03,,1.598,,,0.0006,,0.0007,,,,0.7142857143,,,,,,,,35.0,,,0.07,,45.0,15.5,25.0,,1.6,,,,1.25,,,,,,,,400.0,399.0,,,
Детергент_14,typical,,,,,,,,,,,,,,,,,,,,,,,,,53.93,,11.2,,,15.39,,1.598,,,0.0006,,0.0007,,,,33.33333333,,,,,,,,1.5,,,0.07,,48.0,3.9,50.0,,3.1,,,,1.15,,,,,,,,110.0,391.6,,,
Детергент_15,typical,,,,,,,,,,,,,,,,,,,,,,,,,310.0,,11.2,,,15.39,,1.598,,,0.0006,,0.0007,,,,2.0,,,,,,,,20.0,,,0.07,,40.0,9.51,40.0,,3.3,,,,1.3,,,,,,,,255.0,391.6,,,
Детергент_16,typical,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,11.2,,,15.39,,1.598,,,0.0006,,0.0007,,,,4.0,,,,,,,,10.0,,,0.05,,50.0,5.62,40.0,,2.44,,,,1.01,,,,,,,,156.2,391.6,,,
Детергент_17,03133.22,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,11.2,,,6.59,,1.598,,,0.0015,,0.0005,,,,3.0,0.99,,,,,,,10.0,,,0.07,,60.0,6.6,30.0,,1.6,,,,1.25,,,,,,,,173.6,391.6,,,
Детергент_17,typical,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,11.2,,,6.59,,1.598,,,0.0015,,0.0005,,,,3.0,0.99,,,,,,,10.0,,,0.07,,60.0,6.6,30.0,,1.6,,,,1.25,,,,,,,,173.6,391.6,,,
Детергент_18,01637.24,,,,,,,,,,,,,,,,,,,,,,,,,71.18,,11.2,,5.88,15.39,,1.598,,0.0002,0.0006,0.0002,0.0007,,,,4.0,0.997,,,,,,,10.0,,,0.07,,50.0,5.5,40.0,,2.6,,,,1.2,,,,,,,,150.4,391.6,,,
Детергент_18,typical,,,,,,,,,,,,,,,,,,,,,,,,,71.18,,11.2,,5.88,15.39,,1.598,,0.0002,0.0006,0.0002,0.0007,,,,4.0,0.997,,,,,,,10.0,,,0.07,,50.0,5.5,40.0,,2.6,,,,1.2,,,,,,,,150.4,391.6,,,
Детергент_19,03134.22,,,,,,,,,,,,,,,,,,,,,,,,,48.82,,11.2,,5.88,9.91,,1.598,,,0.002,,0.00012,,,,1.5,,,,,,,,20.0,,,0.03,,50.0,10.2,30.0,,1.6,,,,1.25,,,,,,,,253.1,391.6,,,
Детергент_19,typical,,,,,,,,,,,,,,,,,,,,,,,,,48.82,,11.2,,5.88,9.91,,1.598,,,0.002,,0.00012,,,,1.5,,,,,,,,20.0,,,0.03,,50.0,10.2,30.0,,1.6,,,,1.25,,,,,,,,253.1,391.6,,,
Детергент_2,01297.23,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,11.2,,5.88,6.48,,1.598,,,0.0004,0.0002,0.0002,,,,1.5,1.2,,,,,,,20.0,,,0.07,,50.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,171.0,391.6,,,
Детергент_2,02957.22,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,11.2,,5.88,6.33,,1.598,,,0.0004,0.0002,0.0002,,,,1.5,1.2,,,,,,,20.0,,,0.07,,50.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,173.3,391.6,,,
Детергент_2,typical,,,,,,,,,,,,,,,,,,,,,,,,,14.545,,11.2,,5.88,6.405,,1.598,,,0.0004,0.0002,0.0002,,,,1.5,1.2,,,,,,,20.0,,,0.07,,50.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,172.15,391.6,,,
Детергент_20,03007.22,,,,,,,,,,,,,,,,,,,,,,,,,314.7,,11.2,,5.88,8.63,,2.79,,,0.002,0.0002,0.003,,,,1.333333333,,,,,,,,30.0,,,0.07,,30.0,8.53,40.0,,3.0,,,,1.3,,,,,,,,240.3,391.6,,,
Детергент_20,typical,,,,,,,,,,,,,,,,,,,,,,,,,314.7,,11.2,,5.88,8.63,,2.79,,,0.002,0.0002,0.003,,,,1.333333333,,,,,,,,30.0,,,0.07,,30.0,8.53,40.0,,3.0,,,,1.3,,,,,,,,240.3,391.6,,,
Детергент_21,typical,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,11.2,,5.88,15.39,,,,,0.0006,0.0002,0.0007,,,,1.333333333,,,,,,,,30.0,,,0.07,,30.0,,40.0,,2.1,,,,1.25,,,,,,,,328.2,391.6,,,
Детергент_22,03009.22,,,,,,,,,,,,,,,,,,,,,,,,,117.8,,11.2,,5.88,11.43,,0.097,,,0.0008,0.0002,0.0014,,,,1.6,,,,,,,,25.0,,,0.07,,20.0,11.08,40.0,,1.6,,,,1.25,,,,,,,,324.2,391.6,,,
Детергент_22,typical,,,,,,,,,,,,,,,,,,,,,,,,,117.8,,11.2,,5.88,11.43,,0.097,,,0.0008,0.0002,0.0014,,,,1.6,,,,,,,,25.0,,,0.07,,20.0,11.08,40.0,,1.6,,,,1.25,,,,,,,,324.2,391.6,,,
Детергент_23,typical,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,11.2,,5.88,15.39,,1.598,,,0.0006,0.0002,0.0007,,,,40.0,,,,,,,60.0,1.0,,,0.07,,59.0,2.54,40.0,,2.65,,,,1.25,,,,,,,,29.2,391.6,,,
Детергент_3,01714.24,,,,,,,,,,,,,,,,,,,,,,,,,136.38,,11.2,,5.88,5.66,,2.65,,,0.0006,0.0002,0.0007,,,,4.0,,,,,,,,10.0,,,0.07,,60.0,5.8,40.0,,2.6,,,,1.3,,,,,,,,167.3,391.6,,,
Детергент_3,48670.24,,,,,,,,,,,,,,,,,,,,,,,,,92.76,,11.2,,5.88,5.66,,2.65,,,0.0006,0.0002,0.0007,,,,4.0,,,,,,,,10.0,,,0.07,,60.0,5.8,40.0,,2.6,,,,1.3,,,,,,,,158.65,391.6,,,
Детергент_3,typical,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,11.2,,5.88,5.66,,2.65,,,0.0006,0.0002,0.0007,,,,4.0,,,,,,,,10.0,,,0.07,,60.0,5.8,40.0,,2.6,,,,1.3,,,,,,,,150.0,391.6,,,
Детергент_4,02585.22,,,,,,,,,,,,,,,,,,,,,,,,,16.58,,11.2,,5.88,6.18,,2.439,,,0.005,0.0002,0.008,,,,3.0,,,,,,,,10.0,,,0.09,,60.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,159.725,149.95,,,
Детергент_4,02623.22,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,11.2,,5.88,4.72,,2.5,,,0.9,0.0002,0.88,,,,3.0,,,,,,,,10.0,,,0.09,,60.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,149.6,151.3,,,
Детергент_4,02849.22,,,,,,,,,,,,,,,,,,,,,,,,,15.66,,11.2,,5.88,5.392,,2.378,,,0.95,0.0002,1.114,,,,3.0,,,,,,,,10.0,,,0.09,,60.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,151.3,148.6,,,
Детергент_4,0338.22,,,,,,,,,,,,,,,,,,,,,,,,,16.68,,11.2,,5.88,6.144,,2.439,,,0.894,0.0002,0.0064,,,,3.0,,,,,,,,10.0,,,0.09,,60.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,168.0,149.95,,,
Детергент_4,14558.22,,,,,,,,,,,,,,,,,,,,,,,,,16.014000000000003,,11.2,,5.88,5.48,,2.439,,,0.888,0.0002,1.127,,,,3.0,,,,,,,,10.0,,,0.09,,60.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,159.725,149.95,,,
Детергент_4,typical,,,,,,,,,,,,,,,,,,,,,,,,,15.55,,11.2,,5.88,5.5832,,2.439,,,0.894,0.0002,0.88,,,,3.0,,,,,,,,10.0,,,0.09,,60.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,170.0,149.95,,,
Детергент_5,typical,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,5.88,15.39,,,,,0.0006,0.0002,0.0007,,,,40.0,,,,,,,100.0,1.0,,,0.07,,60.0,2.48,40.0,,2.4,,,,1.25,,,,,,,,,391.6,,,
Детергент_6,01066.23,,,,,,,,,,,,,,,,,,,,,,,,,262.6,,11.2,,5.88,10.13,,3.154,,,0.0006,0.0002,0.0001,,,,2.0,1.09,,,,,,,20.0,,,0.05,,40.0,5.6,40.0,,3.3,,,,1.62,,,,,,,,315.1,272.8,,,
Детергент_6,02034.22,,,,,,,,,,,,,,,,,,,,,,,,,215.7,,11.2,,5.88,10.33,,2.81,,,0.0012,0.0002,0.001,,,,2.0,1.09,,,,,,,20.0,,,0.05,,40.0,5.6,40.0,,3.3,,,,1.62,,,,,,,,272.7,272.8,,,
Детергент_6,02657.22,,,,,,,,,,,,,,,,,,,,,,,,,271.9,,11.2,,5.88,10.59,,0.326,,,0.0006,0.0002,0.0005,,,,2.0,1.09,,,,,,,20.0,,,0.05,,40.0,5.6,40.0,,3.3,,,,1.62,,,,,,,,269.4,272.8,,,
Детергент_6,03340.22,,,,,,,,,,,,,,,,,,,,,,,,,269.9,,11.2,,5.88,10.14,,2.81,,,0.0007999999999999999,0.0002,0.0005,,,,2.0,1.09,,,,,,,20.0,,,0.05,,40.0,5.6,40.0,,3.3,,,,1.62,,,,,,,,276.1,272.8,,,
Детергент_6,typical,,,,,,,,,,,,,,,,,,,,,,,,,255.025,,11.2,,5.88,10.2975,,2.81,,,0.0007999999999999999,0.0002,0.0005,,,,2.0,1.09,,,,,,,20.0,,,0.05,,40.0,5.6,40.0,,3.3,,,,1.62,,,,,,,,283.325,272.8,,,
Детергент_7,03229.24,,,,,,,,,,,,,,,,,,,,,,,,,31.81,,11.2,,5.88,2.484,,1.598,,,2.873,0.0002,0.0344,,,,40.0,,,,,,,100.0,1.0,,,0.07,,60.0,2.48,40.0,,2.4,,,,1.25,,,,,,,,328.2,391.6,,,
Детергент_7,typical,,,,,,,,,,,,,,,,,,,,,,,,,31.81,,11.2,,5.88,2.484,,1.598,,,2.873,0.0002,0.0344,,,,40.0,,,,,,,100.0,1.0,,,0.07,,60.0,2.48,40.0,,2.4,,,,1.25,,,,,,,,328.2,391.6,,,
Детергент_7,синтетический,,,,,,,,,,,,,,,,,,,,,,,,,31.81,,11.2,,5.88,2.484,,1.598,,,2.873,0.0002,0.0344,,,,40.0,,,,,,,100.0,1.0,,,0.07,,60.0,2.48,40.0,,2.4,,,,1.25,,,,,,,,328.2,391.6,,,
Детергент_8,typical,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,5.88,15.39,,1.598,,,0.0006,0.0002,0.0007,,,,0.7142857143,,,,,,,,35.0,,,0.07,,45.0,15.54,25.0,,1.9,,,,1.25,,,,,,,,400.0,391.6,,,
Детергент_9,0241.25,,,,,,,,,,,,,,,,,,,,,,,,,14.96,,11.2,,5.88,6.77,,0.165,,,0.0006,0.0002,0.0007,,28438.0,,2.0,1.2,,,,,,,15.0,,,0.07,,55.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,171.7,161.2,,,
Детергент_9,typical,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,11.2,,5.88,6.77,,0.165,,,0.0006,0.0002,0.0007,,28438.0,,2.0,1.2,,,,,,,15.0,,,0.07,,55.0,6.34,30.0,,1.6,,,,1.25,,,,,,,,170.0,161.2,,,
Дисперсант_1,03067.22,,,,,,,,,,,,,,,,,,,,1.6,,,216.0,,248.7,,,1300.0,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,2.1,0.0,,45.0,,,,,,,,,,,,,,,,,40.9,23.33,,,
Дисперсант_1,36524.20,,,,,,,,,,,,,,,,,,,,1.6,,,216.0,,245.86,,,1300.0,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,2.1,0.0,,45.0,,,,,,,,,,,,,,,,,49.1,23.33,,,
Дисперсант_1,typical,,,,,,,,,,,,,,,,,,,,1.6,,,216.0,,247.28,,,1300.0,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,2.1,0.0,,45.0,,,,,,,,,,,,,,,,,45.0,23.33,,,
Дисперсант_10,01930.24,,,,,,,,,,,,,,,,,,,,1.6,,,350.0,,,,,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,,,23.96,23.33,,,
Дисперсант_10,typical,,,,,,,,,,,,,,,,,,,,1.6,,,350.0,,,,,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,,,23.96,23.33,,,
Дисперсант_11,02688.24,,,,,,,,,,,,,,,,,,,,1.6,,,488.0,,488.0,,6.508,1300.0,,0.002,,,,,,,0.003,1.491,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,7.7,,31.017,20.83,,,
Дисперсант_11,typical,,,,,,,,,,,,,,,,,,,,1.6,,,488.0,,488.0,,6.508,1300.0,,0.002,,,,,,,0.003,1.491,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,7.7,,31.017,20.83,,,
Дисперсант_12,02689.24,,,,,,,,,,,,,,,,,,,,1.6,,,512.0,,512.0,,5.45,1300.0,,0.002,,,,,,,0.003,1.644,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,6.9,,31.278,22.26,,,
Дисперсант_12,typical,,,,,,,,,,,,,,,,,,,,1.6,,,512.0,,512.0,,5.45,1300.0,,0.002,,,,,,,0.003,1.644,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,6.9,,31.278,22.26,,,
Дисперсант_13,02690.24,,,,,,,,,,,,,,,,,,,,1.6,,,442.0,,442.0,,6.174,1300.0,,0.002,,,,,,,0.003,1.664,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,7.8,,31.885,20.56,,,
Дисперсант_13,typical,,,,,,,,,,,,,,,,,,,,1.6,,,442.0,,442.0,,6.174,1300.0,,0.002,,,,,,,0.003,1.664,,,,,,,,,,,,1.2,0.6,,50.0,,,,,,,,,,,,,,,7.8,,31.885,20.56,,,
